# depth maps
# file: 'rgbd_dataset_freiburg3_sitting_static.bag'
# timestamp filename
1341845688.562015 depth/1341845688.562015.png
1341845688.593677 depth/1341845688.593677.png
1341845688.629706 depth/1341845688.629706.png
1341845688.663746 depth/1341845688.663746.png
1341845688.697726 depth/1341845688.697726.png
1341845688.730039 depth/1341845688.730039.png
1341845688.761773 depth/1341845688.761773.png
1341845688.797703 depth/1341845688.797703.png
1341845688.829905 depth/1341845688.829905.png
1341845688.865784 depth/1341845688.865784.png
1341845688.929804 depth/1341845688.929804.png
1341845688.966306 depth/1341845688.966306.png
1341845688.997814 depth/1341845688.997814.png
1341845689.030318 depth/1341845689.030318.png
1341845689.065779 depth/1341845689.065779.png
1341845689.097743 depth/1341845689.097743.png
1341845689.133734 depth/1341845689.133734.png
1341845689.165899 depth/1341845689.165899.png
1341845689.198281 depth/1341845689.198281.png
1341845689.234339 depth/1341845689.234339.png
1341845689.265779 depth/1341845689.265779.png
1341845689.297778 depth/1341845689.297778.png
1341845689.333676 depth/1341845689.333676.png
1341845689.366474 depth/1341845689.366474.png
1341845689.401608 depth/1341845689.401608.png
1341845689.433787 depth/1341845689.433787.png
1341845689.465664 depth/1341845689.465664.png
1341845689.501883 depth/1341845689.501883.png
1341845689.533714 depth/1341845689.533714.png
1341845689.565825 depth/1341845689.565825.png
1341845689.601691 depth/1341845689.601691.png
1341845689.633614 depth/1341845689.633614.png
1341845689.669683 depth/1341845689.669683.png
1341845689.702229 depth/1341845689.702229.png
1341845689.733807 depth/1341845689.733807.png
1341845689.769884 depth/1341845689.769884.png
1341845689.802034 depth/1341845689.802034.png
1341845689.833775 depth/1341845689.833775.png
1341845689.869882 depth/1341845689.869882.png
1341845689.902478 depth/1341845689.902478.png
1341845689.937704 depth/1341845689.937704.png
1341845689.969691 depth/1341845689.969691.png
1341845690.004328 depth/1341845690.004328.png
1341845690.037748 depth/1341845690.037748.png
1341845690.069651 depth/1341845690.069651.png
1341845690.106607 depth/1341845690.106607.png
1341845690.138889 depth/1341845690.138889.png
1341845690.170437 depth/1341845690.170437.png
1341845690.206131 depth/1341845690.206131.png
1341845690.237714 depth/1341845690.237714.png
1341845690.270027 depth/1341845690.270027.png
1341845690.306164 depth/1341845690.306164.png
1341845690.338676 depth/1341845690.338676.png
1341845690.373849 depth/1341845690.373849.png
1341845690.405982 depth/1341845690.405982.png
1341845690.437931 depth/1341845690.437931.png
1341845690.473692 depth/1341845690.473692.png
1341845690.506209 depth/1341845690.506209.png
1341845690.537904 depth/1341845690.537904.png
1341845690.573733 depth/1341845690.573733.png
1341845690.605868 depth/1341845690.605868.png
1341845690.641770 depth/1341845690.641770.png
1341845690.673797 depth/1341845690.673797.png
1341845690.706029 depth/1341845690.706029.png
1341845690.741711 depth/1341845690.741711.png
1341845690.773792 depth/1341845690.773792.png
1341845690.805758 depth/1341845690.805758.png
1341845690.841688 depth/1341845690.841688.png
1341845690.873793 depth/1341845690.873793.png
1341845690.910397 depth/1341845690.910397.png
1341845690.941723 depth/1341845690.941723.png
1341845690.974341 depth/1341845690.974341.png
1341845691.011583 depth/1341845691.011583.png
1341845691.078609 depth/1341845691.078609.png
1341845691.109840 depth/1341845691.109840.png
1341845691.141805 depth/1341845691.141805.png
1341845691.177757 depth/1341845691.177757.png
1341845691.209663 depth/1341845691.209663.png
1341845691.241902 depth/1341845691.241902.png
1341845691.277611 depth/1341845691.277611.png
1341845691.310157 depth/1341845691.310157.png
1341845691.345633 depth/1341845691.345633.png
1341845691.378103 depth/1341845691.378103.png
1341845691.409798 depth/1341845691.409798.png
1341845691.451959 depth/1341845691.451959.png
1341845691.509747 depth/1341845691.509747.png
1341845691.545852 depth/1341845691.545852.png
1341845691.578414 depth/1341845691.578414.png
1341845691.613881 depth/1341845691.613881.png
1341845691.645652 depth/1341845691.645652.png
1341845691.677841 depth/1341845691.677841.png
1341845691.714147 depth/1341845691.714147.png
1341845691.746091 depth/1341845691.746091.png
1341845691.778427 depth/1341845691.778427.png
1341845691.813695 depth/1341845691.813695.png
1341845691.845629 depth/1341845691.845629.png
1341845691.881608 depth/1341845691.881608.png
1341845691.913610 depth/1341845691.913610.png
1341845691.946009 depth/1341845691.946009.png
1341845691.981689 depth/1341845691.981689.png
1341845692.014854 depth/1341845692.014854.png
1341845692.049742 depth/1341845692.049742.png
1341845692.081871 depth/1341845692.081871.png
1341845692.113708 depth/1341845692.113708.png
1341845692.149750 depth/1341845692.149750.png
1341845692.182794 depth/1341845692.182794.png
1341845692.213684 depth/1341845692.213684.png
1341845692.249841 depth/1341845692.249841.png
1341845692.282175 depth/1341845692.282175.png
1341845692.317739 depth/1341845692.317739.png
1341845692.349702 depth/1341845692.349702.png
1341845692.381584 depth/1341845692.381584.png
1341845692.417795 depth/1341845692.417795.png
1341845692.449711 depth/1341845692.449711.png
1341845692.481647 depth/1341845692.481647.png
1341845692.517800 depth/1341845692.517800.png
1341845692.549773 depth/1341845692.549773.png
1341845692.585846 depth/1341845692.585846.png
1341845692.617847 depth/1341845692.617847.png
1341845692.649806 depth/1341845692.649806.png
1341845692.685755 depth/1341845692.685755.png
1341845692.717689 depth/1341845692.717689.png
1341845692.749922 depth/1341845692.749922.png
1341845692.785856 depth/1341845692.785856.png
1341845692.817680 depth/1341845692.817680.png
1341845692.853841 depth/1341845692.853841.png
1341845692.885629 depth/1341845692.885629.png
1341845692.917739 depth/1341845692.917739.png
1341845692.953687 depth/1341845692.953687.png
1341845692.985680 depth/1341845692.985680.png
1341845693.017608 depth/1341845693.017608.png
1341845693.053696 depth/1341845693.053696.png
1341845693.086080 depth/1341845693.086080.png
1341845693.121703 depth/1341845693.121703.png
1341845693.153880 depth/1341845693.153880.png
1341845693.185666 depth/1341845693.185666.png
1341845693.221986 depth/1341845693.221986.png
1341845693.254537 depth/1341845693.254537.png
1341845693.289748 depth/1341845693.289748.png
1341845693.321916 depth/1341845693.321916.png
1341845693.353727 depth/1341845693.353727.png
1341845693.422010 depth/1341845693.422010.png
1341845693.453745 depth/1341845693.453745.png
1341845693.489830 depth/1341845693.489830.png
1341845693.522101 depth/1341845693.522101.png
1341845693.557674 depth/1341845693.557674.png
1341845693.589819 depth/1341845693.589819.png
1341845693.622169 depth/1341845693.622169.png
1341845693.689976 depth/1341845693.689976.png
1341845693.721620 depth/1341845693.721620.png
1341845693.758078 depth/1341845693.758078.png
1341845693.789799 depth/1341845693.789799.png
1341845693.825707 depth/1341845693.825707.png
1341845693.857745 depth/1341845693.857745.png
1341845693.889780 depth/1341845693.889780.png
1341845693.926074 depth/1341845693.926074.png
1341845693.957737 depth/1341845693.957737.png
1341845693.990427 depth/1341845693.990427.png
1341845694.025752 depth/1341845694.025752.png
1341845694.057738 depth/1341845694.057738.png
1341845694.094213 depth/1341845694.094213.png
1341845694.126034 depth/1341845694.126034.png
1341845694.157921 depth/1341845694.157921.png
1341845694.193598 depth/1341845694.193598.png
1341845694.226267 depth/1341845694.226267.png
1341845694.262586 depth/1341845694.262586.png
1341845694.293665 depth/1341845694.293665.png
1341845694.325855 depth/1341845694.325855.png
1341845694.361774 depth/1341845694.361774.png
1341845694.393780 depth/1341845694.393780.png
1341845694.425831 depth/1341845694.425831.png
1341845694.461747 depth/1341845694.461747.png
1341845694.493942 depth/1341845694.493942.png
1341845694.529709 depth/1341845694.529709.png
