# color images
# file: 'rgbd_dataset_freiburg3_sitting_static.bag'
# timestamp filename
1341845688.561749 rgb/1341845688.561749.png
1341845688.593654 rgb/1341845688.593654.png
1341845688.629688 rgb/1341845688.629688.png
1341845688.663680 rgb/1341845688.663680.png
1341845688.697719 rgb/1341845688.697719.png
1341845688.729899 rgb/1341845688.729899.png
1341845688.761762 rgb/1341845688.761762.png
1341845688.797687 rgb/1341845688.797687.png
1341845688.829892 rgb/1341845688.829892.png
1341845688.865774 rgb/1341845688.865774.png
1341845688.898025 rgb/1341845688.898025.png
1341845688.929779 rgb/1341845688.929779.png
1341845688.965631 rgb/1341845688.965631.png
1341845688.997750 rgb/1341845688.997750.png
1341845689.029751 rgb/1341845689.029751.png
1341845689.065755 rgb/1341845689.065755.png
1341845689.097725 rgb/1341845689.097725.png
1341845689.133718 rgb/1341845689.133718.png
1341845689.165884 rgb/1341845689.165884.png
1341845689.198264 rgb/1341845689.198264.png
1341845689.234322 rgb/1341845689.234322.png
1341845689.265745 rgb/1341845689.265745.png
1341845689.297769 rgb/1341845689.297769.png
1341845689.333650 rgb/1341845689.333650.png
1341845689.365881 rgb/1341845689.365881.png
1341845689.401592 rgb/1341845689.401592.png
1341845689.433744 rgb/1341845689.433744.png
1341845689.465651 rgb/1341845689.465651.png
1341845689.501840 rgb/1341845689.501840.png
1341845689.533687 rgb/1341845689.533687.png
1341845689.565814 rgb/1341845689.565814.png
1341845689.601682 rgb/1341845689.601682.png
1341845689.633591 rgb/1341845689.633591.png
1341845689.669672 rgb/1341845689.669672.png
1341845689.701700 rgb/1341845689.701700.png
1341845689.733773 rgb/1341845689.733773.png
1341845689.769822 rgb/1341845689.769822.png
1341845689.802003 rgb/1341845689.802003.png
1341845689.833757 rgb/1341845689.833757.png
1341845689.869861 rgb/1341845689.869861.png
1341845689.901825 rgb/1341845689.901825.png
1341845689.937674 rgb/1341845689.937674.png
1341845689.969679 rgb/1341845689.969679.png
1341845690.003830 rgb/1341845690.003830.png
1341845690.037686 rgb/1341845690.037686.png
1341845690.069636 rgb/1341845690.069636.png
1341845690.106587 rgb/1341845690.106587.png
